title,link,score
UK's exit strategy from coronavirus lockdown could see young adults released first,https://www.cnbc.com/2020/04/10/coronavirus-uk-could-release-young-adults-from-lockdown-first.html,0
Facebook spent $23.4 million in 2019 on Mark Zuckerberg's security and private air travel,https://www.cnbc.com/2020/04/10/facebook-filing-shows-zuckerberg-and-sandbergs-compensation.html,0
Tesla furloughs hit half of US sales and delivery employees,https://www.cnbc.com/2020/04/10/tesla-furloughs-hit-half-of-us-sales-and-delivery-employees.html,0
"WHO sees 'welcome slowing' of coronavirus cases in hardest-hit countries, warns against lifting restrictions too soon",https://www.cnbc.com/2020/04/10/who-sees-welcome-slowing-of-coronavirus-cases-in-hardest-hit-countries.html,0
It's one of the harshest places on Earth — and travelers love it,https://www.cnbc.com/2020/04/09/danakil-depression-hot-and-harsh-but-travelers-love-it.html,0
"UK PM Johnson in ""very good spirits"" after leaving intensive care — spokesman",https://www.cnbc.com/2020/04/10/uk-pm-johnson-in-very-good-spirits-after-leaving-intensive-care.html,0
New York state now has more coronavirus cases than any country outside the US,https://www.cnbc.com/2020/04/10/new-york-state-now-has-more-coronavirus-cases-than-any-country-outside-the-us.html,0
Apple and Google team up to track spread of coronavirus using iPhone and Android apps,https://www.cnbc.com/2020/04/10/apple-google-team-up-to-track-coronavirus-spread-using-iphone-android.html,0
Europe approves $590 billion in virus stimulus but fails to fix differences over joint debt,https://www.cnbc.com/2020/04/10/eu-approves-half-a-trillion-in-virus-stimulus-but-no-corona-bonds.html,0
Canada and France say donations of coronavirus masks won't influence decisions on Huawei and 5G,https://www.cnbc.com/2020/04/10/coronavirus-canada-france-deny-masks-will-affect-huawei-5g-decisions.html,0
Trump administration seeks ban on China Telecom in US citing 'unacceptable' national security risks,https://www.cnbc.com/2020/04/10/trump-administration-asks-fcc-to-ban-china-telecom-in-us.html,0
Not working due to lockdown? Here's how to keep busy and learn new skills,https://www.cnbc.com/2020/04/08/coronavirus-heres-how-to-keep-busy-and-learn-new-skills-on-furlough.html,0
"Britain sticking to EU deal timeline, Irish fin min says after talks",https://www.cnbc.com/2020/04/10/brexit-uk-sticking-to-eu-deal-timeline-irish-fin-min-says.html,0
iPhone to your door: Chinese firms test super-fast phone delivery as coronavirus caution remains,https://www.cnbc.com/2020/04/10/apple-huawei-smartphones-delivered-to-your-door-in-china.html,0
Coronavirus outbreak gives public health in China the push it needs,https://www.cnbc.com/2020/04/10/coronavirus-outbreak-gives-public-health-in-china-the-push-it-needs.html,0
"Coronavirus pandemic will cause a 'much bigger wave' of protectionism, says trade expert",https://www.cnbc.com/2020/04/10/coronavirus-expect-a-lot-more-protectionism-says-trade-expert.html,0
Federal Reserve unveils details of $2.3 trillion in programs to help support the economy,https://www.cnbc.com/2020/04/09/federal-reserve-unveils-details-of-its-much-anticipated-main-street-lending-program.html,0
"U.S. Coronavirus Death Toll Passes Italy, Becoming World's Highest",https://www.wsj.com/articles/health-officials-plead-for-public-to-observe-a-locked-down-easter-11586592822,0
Taiwan's Success in Coronavirus Fight Poses Challenge to China,https://www.wsj.com/articles/taiwans-success-in-coronavirus-fight-poses-challenge-to-china-11586599202,0
Spain's Faithful Stream Holy Week Services,https://www.wsj.com/articles/during-coronavirus-lockdown-spains-faithful-stream-holy-week-services-11586615691,0
"Coronavirus Conundrum: It Hits Some Hard, Others Hardly at All",https://www.wsj.com/articles/coronavirus-conundrum-it-hits-some-hard-others-hardly-at-all-11586613611,0
"As Coronavirus Spreads, People Find Ways to Escape Locked-Down Homes",https://www.wsj.com/articles/as-coronavirus-spreads-people-find-ways-to-escape-locked-down-homes-11586610582,0
Coronavirus Crisis Threatens to Split an Already Fractured EU,https://www.wsj.com/articles/coronavirus-crisis-threatens-to-split-an-already-fractured-eu-11586525523,0
